hour,temperature,demand
20,11.87,167.63
21,10.66,170.95
22,9.37,174.38
23,8.07,113.92
0,25.67,69.46
1,24.64,81.37
2,23.84,77.15
3,23.35,81.96
4,23.17,82.85
5,23.35,61.96
6,23.84,141.76
7,24.64,142.81
8,25.67,136.91
9,26.88,125.09
10,28.17,119.94
11,29.47,136.7
12,30.67,134.72
13,31.71,145.52
14,32.51,136.65
15,33.0,151.8
16,33.17,158.79
17,33.0,192.97
18,32.51,195.63
19,31.71,190.93
20,30.67,197.99
21,29.47,193.85
22,28.17,181.94
23,26.88,108.24
0,9.98,95.42
1,8.94,110.74
2,8.15,91.93
3,7.65,101.32
4,7.48,95.58
5,7.65,79.21
6,8.15,149.77
7,8.94,150.8
8,9.98,143.54
9,11.18,137.6
10,12.48,105.92
11,13.77,111.75
12,14.98,105.15
13,16.01,105.55
14,16.81,101.77
15,17.31,100.45
16,17.48,112.22
17,17.31,164.21
18,16.81,183.0
19,16.01,146.25
20,14.98,179.23
21,13.77,177.81
22,12.48,168.48
23,11.18,119.85
0,7.68,71.79
1,6.64,98.31
2,5.85,90.99
3,5.35,98.88
4,5.18,96.39
5,5.35,97.08
6,5.85,155.54
7,6.64,158.11
8,7.68,153.04
9,8.88,159.76
10,10.18,123.98
11,11.47,109.83
12,12.68,108.03
13,13.71,123.87
14,14.51,120.71
15,15.01,104.79
16,15.18,99.02
17,15.01,175.08
18,14.51,174.27
19,13.71,159.78
20,12.68,168.07
21,11.47,172.19
22,10.18,175.51
23,8.88,121.22
0,31.63,123.63
1,30.59,111.43
2,29.8,105.63
3,29.3,94.79
4,29.13,94.47
5,29.3,106.94
6,29.8,174.46
7,30.59,150.89
8,31.63,166.16
9,32.83,174.75
10,34.13,159.7
11,35.42,161.11
12,36.63,185.25
13,37.66,186.12
14,38.46,187.23
15,38.96,187.82
16,39.13,182.62
17,38.96,239.5
18,38.46,251.35
19,37.66,256.19
20,36.63,234.0
21,35.42,232.4
22,34.13,216.31
23,32.83,160.13
0,13.09,88.85
1,12.05,80.46
2,11.26,85.43
3,10.76,96.11
4,10.59,91.48
5,10.76,108.27
6,11.26,138.58
7,12.05,140.5
8,13.09,139.73
9,14.3,131.99
10,15.59,118.76
11,16.88,98.78
12,18.09,115.05
13,19.13,108.31
14,19.92,91.63
15,20.42,105.77
16,20.59,116.5
17,20.42,174.37
18,19.92,168.04
19,19.13,161.33
20,18.09,160.16
21,16.88,146.05
22,15.59,158.85
23,14.3,106.32
0,15.19,79.86
1,14.15,63.3
2,13.36,85.72
3,12.86,72.71
4,12.69,73.58
5,12.86,91.96
6,13.36,136.84
7,14.15,138.32
8,15.19,133.3
9,16.39,121.87
10,17.69,107.41
11,18.98,116.4
12,20.19,103.21
13,21.22,100.1
14,22.02,112.61
15,22.52,101.45
16,22.69,102.87
17,22.52,156.1
18,22.02,184.06
19,21.22,173.28
20,20.19,149.5
21,18.98,162.55
22,17.69,172.11
23,16.39,116.79
0,4.12,86.7
1,3.08,108.2
2,2.29,108.5
3,1.79,104.05
4,1.62,110.38
5,1.79,115.05
6,2.29,167.83
7,3.08,166.93
8,4.12,168.38
9,5.32,153.22
10,6.62,129.96
11,7.91,144.68
12,9.12,129.87
13,10.15,114.26
14,10.95,112.71
15,11.45,110.01
16,11.62,110.35
17,11.45,185.27
18,10.95,162.05
19,10.15,176.49
20,9.12,167.61
21,7.91,187.63
22,6.62,188.34
23,5.32,142.69
0,29.43,106.04
1,28.39,87.42
2,27.6,86.2
3,27.1,79.96
4,26.93,96.99
5,27.1,93.02
6,27.6,151.14
7,28.39,160.02
8,29.43,149.3
9,30.63,151.12
10,31.93,140.32
11,33.22,145.58
12,34.43,148.82
13,35.46,173.56
14,36.26,181.85
15,36.75,170.59
16,36.93,174.08
17,36.75,247.91
18,36.26,216.12
19,35.46,235.9
20,34.43,207.63
21,33.22,210.71
22,31.93,205.8
23,30.63,151.33
0,14.8,62.87
1,13.76,81.08
2,12.97,76.28
3,12.47,64.47
4,12.3,82.86
5,12.47,85.11
6,12.97,139.85
7,13.76,149.87
8,14.8,141.89
9,16.0,131.84
10,17.3,110.44
11,18.59,103.36
12,19.8,101.15
13,20.83,109.98
14,21.63,107.26
15,22.13,109.17
16,22.3,118.2
17,22.13,154.4
18,21.63,154.63
19,20.83,170.09
20,19.8,181.53
21,18.59,162.82
22,17.3,158.15
23,16.0,105.29
0,23.59,67.11
1,22.56,61.01
2,21.76,64.66
3,21.26,72.27
4,21.09,66.34
5,21.26,58.62
6,21.76,136.71
7,22.56,124.36
8,23.59,142.47
9,24.8,131.89
10,26.09,112.69
11,27.39,124.76
12,28.59,121.6
13,29.63,129.78
14,30.42,137.95
15,30.92,143.91
16,31.09,145.85
17,30.92,208.93
18,30.42,193.83
19,29.63,207.26
20,28.59,176.39
21,27.39,186.71
22,26.09,164.85
23,24.8,109.82
0,27.52,87.86
1,26.48,91.6
2,25.69,90.15
3,25.19,66.33
4,25.02,81.32
5,25.19,51.15
6,25.69,130.54
7,26.48,126.59
8,27.52,158.73
9,28.72,149.51
10,30.02,126.09
11,31.31,137.28
12,32.52,156.94
13,33.55,160.07
14,34.35,155.68
15,34.85,153.9
16,35.02,154.07
17,34.85,233.89
18,34.35,219.34
19,33.55,207.23
20,32.52,204.33
21,31.31,189.88
22,30.02,185.45
23,28.72,119.85
0,3.35,114.73
1,2.32,120.28
2,1.52,116.44
3,1.02,123.16
4,0.85,111.0
5,1.02,135.51
6,1.52,165.81
7,2.32,170.37
8,3.35,167.66
9,4.56,157.6
10,5.85,131.98
11,7.15,141.23
12,8.35,125.16
13,9.39,134.99
14,10.18,111.27
15,10.68,121.26
16,10.85,119.41
17,10.68,189.87
18,10.18,159.79
19,9.39,172.28
20,8.35,182.24
21,7.15,212.94
22,5.85,185.73
23,4.56,147.17
0,30.77,116.24
1,29.73,95.06
2,28.94,80.14
3,28.44,87.34
4,28.27,118.98
5,28.44,101.97
6,28.94,139.24
7,29.73,146.13
8,30.77,169.38
9,31.98,155.66
10,33.27,155.14
11,34.56,146.92
12,35.77,163.07
13,36.81,189.73
14,37.6,180.29
15,38.1,184.07
16,38.27,185.64
17,38.1,252.86
18,37.6,229.4
19,36.81,223.29
20,35.77,236.98
21,34.56,217.5
22,33.27,213.46
23,31.98,136.33
0,19.09,64.45
1,18.05,68.75
2,17.26,72.4
3,16.76,81.24
4,16.59,78.72
5,16.76,62.2
6,17.26,133.21
7,18.05,119.41
8,19.09,138.09
9,20.29,117.66
10,21.59,109.86
11,22.88,111.71
12,24.09,105.07
13,25.12,124.3
14,25.92,111.61
15,26.41,119.01
16,26.59,115.69
17,26.41,180.26
18,25.92,179.31
19,25.12,174.32
20,24.09,171.97
21,22.88,163.83
22,21.59,163.93
23,20.29,103.38
0,17.89,87.83
1,16.86,84.51
2,16.06,66.06
3,15.56,87.97
4,15.39,96.54
5,15.56,79.35
6,16.06,121.21
7,16.86,141.38
8,17.89,123.57
9,19.1,125.41
10,20.39,100.02
11,21.69,105.3
12,22.89,111.17
13,23.93,109.41
14,24.72,105.06
15,25.22,112.88
16,25.39,111.85
17,25.22,164.06
18,24.72,166.46
19,23.93,154.27
20,22.89,171.06
21,21.69,179.73
22,20.39,151.83
23,19.1,102.49
0,21.75,72.93
1,20.72,72.29
2,19.92,64.8
3,19.42,77.92
4,19.25,87.36
5,19.42,66.89
6,19.92,134.61
7,20.72,134.53
8,21.75,138.18
9,22.96,131.73
10,24.25,105.65
11,25.55,108.59
12,26.75,115.47
13,27.79,116.42
14,28.58,125.69
15,29.08,138.17
16,29.25,134.57
17,29.08,195.22
18,28.58,181.83
19,27.79,179.52
20,26.75,174.49
21,25.55,170.76
22,24.25,149.96
23,22.96,108.99
0,2.77,105.31
1,1.73,99.77
2,0.94,109.79
3,0.44,108.41
4,0.27,110.44
5,0.44,113.48
6,0.94,180.45
7,1.73,165.82
8,2.77,149.55
9,3.98,165.02
10,5.27,150.81
11,6.56,132.89
12,7.77,134.32
13,8.81,137.99
14,9.6,119.6
15,10.1,118.63
16,10.27,123.57
17,10.1,174.58
18,9.6,176.77
19,8.81,178.67
20,7.77,182.07
21,6.56,201.75
22,5.27,209.11
23,3.98,145.5
0,11.4,65.54
1,10.36,84.57
2,9.56,94.14
3,9.07,89.26
4,8.9,103.26
5,9.07,77.98
6,9.56,149.33
7,10.36,158.21
8,11.4,147.78
9,12.6,135.07
10,13.9,109.37
11,15.19,105.29
12,16.4,127.78
13,17.43,101.3
14,18.23,102.94
15,18.72,113.23
16,18.9,101.85
17,18.72,173.01
18,18.23,181.97
19,17.43,157.51
20,16.4,161.4
21,15.19,166.88
22,13.9,174.03
23,12.6,114.75
0,28.64,102.99
1,27.6,102.3
2,26.81,68.31
3,26.31,74.52
4,26.14,91.8
5,26.31,70.58
6,26.81,147.19
7,27.6,147.06
8,28.64,157.43
9,29.84,167.42
10,31.14,129.96
11,32.43,148.4
12,33.64,158.21
13,34.67,161.3
14,35.47,165.83
15,35.97,179.33
16,36.14,166.68
17,35.97,236.03
18,35.47,223.07
19,34.67,237.0
20,33.64,198.93
21,32.43,216.11
22,31.14,208.46
23,29.84,122.09
0,2.6,101.66
1,1.57,129.04
2,0.77,106.39
3,0.27,102.05
4,0.1,129.29
5,0.27,114.55
6,0.77,171.46
7,1.57,165.09
8,2.6,162.93
9,3.81,160.03
10,5.1,127.58
11,6.4,140.4
12,7.6,124.01
13,8.64,134.58
14,9.43,119.89
15,9.93,124.97
16,10.1,122.28
17,9.93,179.74
18,9.43,178.91
19,8.64,187.4
20,7.6,176.38
21,6.4,173.02
22,5.1,181.46
23,3.81,144.87
0,29.13,95.45
1,28.1,84.02
2,27.3,71.0
3,26.8,102.39
4,26.63,83.74
5,26.8,82.69
6,27.3,140.49
7,28.1,140.57
8,29.13,142.52
9,30.34,163.51
10,31.63,148.25
11,32.93,157.68
12,34.13,156.79
13,35.17,163.64
14,35.96,163.82
15,36.46,174.87
16,36.63,162.84
17,36.46,240.41
18,35.96,219.9
19,35.17,209.08
20,34.13,230.08
21,32.93,213.15
22,31.63,197.52
23,30.34,152.01
0,15.51,71.31
1,14.48,81.21
2,13.68,70.05
3,13.18,95.89
4,13.01,85.01
5,13.18,73.21
6,13.68,119.5
7,14.48,143.75
8,15.51,125.61
9,16.72,124.48
10,18.01,96.39
11,19.31,106.18
12,20.51,106.51
13,21.55,98.77
14,22.34,109.73
15,22.84,104.43
16,23.01,115.27
17,22.84,157.09
18,22.34,178.19
19,21.55,185.18
20,20.51,169.41
21,19.31,158.01
22,18.01,151.96
23,16.72,110.02
0,30.24,106.62
1,29.21,87.48
2,28.41,89.9
3,27.91,96.56
4,27.74,93.86
5,27.91,94.22
6,28.41,161.34
7,29.21,148.54
8,30.24,152.74
9,31.45,178.67
10,32.74,156.66
11,34.04,151.96
12,35.24,162.39
13,36.28,174.84
14,37.07,178.28
15,37.57,176.78
16,37.74,180.55
17,37.57,232.8
18,37.07,219.78
19,36.28,231.26
20,35.24,214.6
21,34.04,217.15
22,32.74,217.52
23,31.45,134.41
0,5.51,112.95
1,4.47,102.16
2,3.68,121.65
3,3.18,97.81
4,3.01,102.33
5,3.18,119.07
6,3.68,155.11
7,4.47,158.06
8,5.51,163.32
9,6.71,162.73
10,8.01,114.61
11,9.3,125.89
12,10.51,118.02
13,11.54,122.42
14,12.34,109.08
15,12.84,110.74
16,13.01,113.57
17,12.84,174.16
18,12.34,154.8
19,11.54,188.87
20,10.51,181.2
21,9.3,194.06
22,8.01,185.36
23,6.71,127.94
0,8.26,107.59
1,7.23,102.21
2,6.43,89.35
3,5.93,101.24
4,5.76,85.86
5,5.93,93.17
6,6.43,161.79
7,7.23,162.63
8,8.26,149.15
9,9.47,151.29
10,10.76,123.97
11,12.06,109.84
12,13.26,116.66
13,14.3,109.52
14,15.09,111.84
15,15.59,110.91
16,15.76,112.56
17,15.59,175.51
18,15.09,175.63
19,14.3,164.0
20,13.26,169.94
21,12.06,183.64
22,10.76,193.65
23,9.47,121.7
0,30.3,112.23
1,29.27,91.43
2,28.47,74.79
3,27.97,82.07
4,27.8,108.22
5,27.97,98.26
6,28.47,156.42
7,29.27,163.4
8,30.3,156.78
9,31.51,164.76
10,32.8,157.03
11,34.1,161.46
12,35.3,164.63
13,36.34,168.92
14,37.13,174.91
15,37.63,178.51
16,37.8,177.37
17,37.63,250.39
18,37.13,248.7
19,36.34,243.4
20,35.3,235.1
21,34.1,196.86
22,32.8,198.66
23,31.51,134.49
0,6.5,110.58
1,5.47,108.3
2,4.67,100.81
3,4.17,99.26
4,4.0,119.42
5,4.17,97.96
6,4.67,155.18
7,5.47,153.15
8,6.5,139.37
9,7.71,151.47
10,9.0,114.62
11,10.3,115.68
12,11.5,125.33
13,12.54,114.71
14,13.33,113.87
15,13.83,116.11
16,14.0,101.8
17,13.83,152.72
18,13.33,178.74
19,12.54,190.92
20,11.5,170.34
21,10.3,177.33
22,9.0,190.84
23,7.71,128.74
0,11.27,84.93
1,10.23,78.11
2,9.44,94.77
3,8.94,106.97
4,8.77,92.68
5,8.94,108.41
6,9.44,147.95
7,10.23,127.78
8,11.27,143.93
9,12.47,142.25
10,13.77,112.79
11,15.06,109.64
12,16.27,104.16
13,17.3,105.78
14,18.1,116.9
15,18.6,96.75
16,18.77,99.49
17,18.6,173.75
18,18.1,175.94
19,17.3,159.66
20,16.27,159.9
21,15.06,182.78
22,13.77,165.36
23,12.47,117.3
0,12.24,89.57
1,11.21,93.14
2,10.41,75.26
3,9.91,70.51
4,9.74,102.03
5,9.91,96.54
6,10.41,163.25
7,11.21,156.73
8,12.24,149.93
9,13.45,148.77
10,14.74,95.99
11,16.04,114.35
12,17.24,107.11
13,18.28,106.95
14,19.07,105.59
15,19.57,102.34
16,19.74,114.87
17,19.57,164.84
18,19.07,177.28
19,18.28,157.19
20,17.24,145.69
21,16.04,169.67
22,14.74,168.5
23,13.45,106.87
0,15.38,72.49
1,14.35,81.59
2,13.55,83.78
3,13.05,77.85
4,12.88,92.51
5,13.05,81.43
6,13.55,137.93
7,14.35,121.46
8,15.38,135.49
9,16.59,129.66
10,17.88,106.51
11,19.18,100.9
12,20.38,109.22
13,21.42,103.87
14,22.21,110.17
15,22.71,106.37
16,22.88,112.46
17,22.71,150.1
18,22.21,159.79
19,21.42,160.85
20,20.38,153.46
21,19.18,182.03
22,17.88,171.56
23,16.59,117.11
0,10.43,78.85
1,9.4,75.95
2,8.6,78.01
3,8.11,93.92
4,7.93,101.73
5,8.11,92.41
6,8.6,154.81
7,9.4,141.19
8,10.43,148.24
9,11.64,135.26
10,12.93,106.71
11,14.23,102.92
12,15.43,108.3
13,16.47,95.86
14,17.26,110.41
15,17.76,97.27
16,17.93,85.92
17,17.76,182.52
18,17.26,180.82
19,16.47,170.41
20,15.43,161.34
21,14.23,172.54
22,12.93,160.29
23,11.64,102.52
0,27.61,74.18
1,26.57,96.17
2,25.78,87.36
3,25.28,64.86
4,25.11,64.53
5,25.28,78.74
6,25.78,132.44
7,26.57,134.41
8,27.61,154.66
9,28.81,147.69
10,30.11,131.49
11,31.4,139.47
12,32.61,146.51
13,33.64,166.54
14,34.44,155.05
15,34.94,164.96
16,35.11,168.06
17,34.94,214.88
18,34.44,228.02
19,33.64,231.91
20,32.61,204.22
21,31.4,200.38
22,30.11,191.7
23,28.81,127.83
0,23.16,65.44
1,22.12,84.4
2,21.33,89.05
3,20.83,64.97
4,20.66,86.04
5,20.83,70.13
6,21.33,129.7
7,22.12,136.82
8,23.16,128.04
9,24.36,127.79
10,25.66,109.83
11,26.95,121.33
12,28.16,120.24
13,29.19,128.06
14,29.99,127.62
15,30.49,130.41
16,30.66,151.73
17,30.49,192.85
18,29.99,204.92
19,29.19,184.6
20,28.16,163.45
21,26.95,179.0
22,25.66,189.66
23,24.36,106.87
0,17.38,89.0
1,16.34,70.37
2,15.55,74.84
3,15.05,67.1
4,14.88,84.36
5,15.05,65.02
6,15.55,139.35
7,16.34,114.86
8,17.38,119.27
9,18.58,134.65
10,19.88,112.12
11,21.17,108.83
12,22.38,104.54
13,23.41,102.19
14,24.21,112.58
15,24.7,99.04
16,24.88,98.75
17,24.7,171.16
18,24.21,176.4
19,23.41,165.5
20,22.38,171.95
21,21.17,162.68
22,19.88,156.75
23,18.58,103.0
0,16.98,84.81
1,15.94,75.29
2,15.15,73.12
3,14.65,73.36
4,14.48,71.4
5,14.65,75.01
6,15.15,128.59
7,15.94,121.87
8,16.98,126.17
9,18.18,129.11
10,19.48,104.02
11,20.77,109.39
12,21.98,112.83
13,23.01,104.44
14,23.81,103.84
15,24.31,107.7
16,24.48,102.65
17,24.31,176.76
18,23.81,177.76
19,23.01,170.72
20,21.98,190.07
21,20.77,172.12
22,19.48,175.92
23,18.18,106.08
0,16.02,76.13
1,14.98,76.57
2,14.19,93.88
3,13.69,84.23
4,13.52,90.92
5,13.69,99.83
6,14.19,131.25
7,14.98,134.79
8,16.02,125.59
9,17.22,124.06
10,18.52,108.68
11,19.81,102.19
12,21.02,105.41
13,22.05,109.32
14,22.85,105.57
15,23.35,111.36
16,23.52,110.69
17,23.35,174.52
18,22.85,178.44
19,22.05,168.38
20,21.02,154.69
21,19.81,169.52
22,18.52,170.72
23,17.22,108.1
0,26.41,81.59
1,25.37,79.66
2,24.58,69.15
3,24.08,89.66
4,23.91,74.58
5,24.08,66.03
6,24.58,120.8
7,25.37,128.13
8,26.41,146.91
9,27.62,134.29
10,28.91,111.79
11,30.2,133.91
12,31.41,150.46
13,32.45,156.64
14,33.24,157.4
15,33.74,149.8
16,33.91,157.08
17,33.74,222.53
18,33.24,203.67
19,32.45,198.58
20,31.41,194.67
21,30.2,202.83
22,28.91,178.57
23,27.62,117.71
0,29.19,94.05
1,28.16,98.48
2,27.36,109.01
3,26.86,96.35
4,26.69,85.99
5,26.86,92.23
6,27.36,128.91
7,28.16,139.95
8,29.19,165.85
9,30.4,152.72
10,31.69,137.62
11,32.98,148.32
12,34.19,154.35
13,35.23,160.39
14,36.02,177.44
15,36.52,160.99
16,36.69,168.67
17,36.52,221.23
18,36.02,238.36
19,35.23,203.91
20,34.19,212.83
21,32.98,217.45
22,31.69,223.35
23,30.4,134.15
0,6.02,100.96
1,4.99,100.05
2,4.19,89.37
3,3.69,107.47
4,3.52,97.96
5,3.69,116.7
6,4.19,157.4
7,4.99,163.07
8,6.02,151.02
9,7.23,144.57
10,8.52,110.76
11,9.82,119.68
12,11.02,128.02
13,12.06,117.76
14,12.85,102.22
15,13.35,116.8
16,13.52,117.07
17,13.35,175.64
18,12.85,176.17
19,12.06,167.36
20,11.02,195.94
21,9.82,169.36
22,8.52,184.27
23,7.23,125.03
0,10.21,72.14
1,9.17,103.53
2,8.38,89.69
3,7.88,101.78
4,7.71,104.88
5,7.88,93.96
6,8.38,158.57
7,9.17,156.74
8,10.21,155.57
9,11.42,142.35
10,12.71,112.35
11,14.0,105.93
12,15.21,105.73
13,16.25,97.67
14,17.04,103.21
15,17.54,101.58
16,17.71,100.51
17,17.54,174.51
18,17.04,160.41
19,16.25,166.12
20,15.21,170.82
21,14.0,167.54
22,12.71,191.91
23,11.42,121.27
0,30.09,104.94
1,29.05,101.27
2,28.26,85.35
3,27.76,96.4
4,27.59,100.83
5,27.76,109.2
6,28.26,145.57
7,29.05,152.41
8,30.09,164.5
9,31.29,166.88
10,32.59,155.61
11,33.88,157.44
12,35.09,162.02
13,36.12,165.52
14,36.92,187.47
15,37.42,175.94
16,37.59,173.75
17,37.42,215.86
18,36.92,235.62
19,36.12,217.88
20,35.09,230.5
21,33.88,195.71
22,32.59,184.85
23,31.29,138.99
0,4.51,114.72
1,3.48,98.36
2,2.68,122.23
3,2.18,128.24
4,2.01,121.06
5,2.18,118.92
6,2.68,158.03
7,3.48,162.15
8,4.51,173.04
9,5.72,161.93
10,7.01,131.01
11,8.3,118.18
12,9.51,108.85
13,10.55,122.67
14,11.34,113.47
15,11.84,119.23
16,12.01,115.03
17,11.84,157.67
18,11.34,167.64
19,10.55,189.08
20,9.51,185.13
21,8.3,182.1
22,7.01,196.16
23,5.72,139.08
0,27.89,96.33
1,26.85,100.72
2,26.06,92.54
3,25.56,73.21
4,25.39,83.77
5,25.56,65.44
6,26.06,129.14
7,26.85,137.77
8,27.89,138.32
9,29.1,161.65
10,30.39,136.04
11,31.68,145.1
12,32.89,145.57
13,33.93,149.97
14,34.72,151.41
15,35.22,161.99
16,35.39,170.66
17,35.22,214.89
18,34.72,222.46
19,33.93,221.27
20,32.89,208.64
21,31.68,216.58
22,30.39,196.88
23,29.1,133.58
0,8.82,104.44
1,7.78,97.99
2,6.99,109.83
3,6.49,107.53
4,6.32,93.7
5,6.49,98.06
6,6.99,152.16
7,7.78,167.14
8,8.82,152.33
9,10.03,143.89
10,11.32,106.68
11,12.61,126.3
12,13.82,107.94
13,14.86,107.72
14,15.65,112.59
15,16.15,106.13
16,16.32,111.16
17,16.15,176.12
18,15.65,163.96
19,14.86,160.76
20,13.82,179.71
21,12.61,190.03
22,11.32,171.87
23,10.03,126.02
0,14.95,64.09
1,13.92,92.04
2,13.12,69.23
3,12.62,90.27
4,12.45,82.5
5,12.62,74.18
6,13.12,131.47
7,13.92,127.38
8,14.95,123.83
9,16.16,126.75
10,17.45,103.81
11,18.75,108.05
12,19.95,104.52
13,20.99,112.75
14,21.78,102.89
15,22.28,117.54
16,22.45,108.26
17,22.28,146.96
18,21.78,148.54
19,20.99,179.19
20,19.95,179.61
21,18.75,170.02
22,17.45,170.09
23,16.16,112.97
0,20.35,92.0
1,19.31,66.95
2,18.52,87.52
3,18.02,88.44
4,17.85,65.3
5,18.02,61.74
6,18.52,129.81
7,19.31,129.0
8,20.35,139.39
9,21.55,133.92
10,22.85,113.41
11,24.14,98.52
12,25.35,100.26
13,26.38,111.25
14,27.18,121.32
15,27.68,119.45
16,27.85,114.68
17,27.68,174.34
18,27.18,173.17
19,26.38,169.28
20,25.35,172.38
21,24.14,169.51
22,22.85,165.25
23,21.55,99.03
0,32.14,118.39
1,31.1,112.05
2,30.31,102.19
3,29.81,110.41
4,29.64,98.39
5,29.81,107.14
6,30.31,164.35
7,31.1,174.34
8,32.14,162.67
9,33.35,178.87
10,34.64,162.59
11,35.93,166.23
12,37.14,169.59
13,38.18,185.41
14,38.97,168.73
15,39.47,188.08
16,39.64,191.07
17,39.47,259.1
18,38.97,243.63
19,38.18,228.42
20,37.14,217.07
21,35.93,211.23
22,34.64,216.38
23,33.35,152.79
0,12.56,61.27
1,11.53,90.73
2,10.73,101.03
3,10.23,87.03
4,10.06,105.44
5,10.23,85.38
6,10.73,158.26
7,11.53,149.32
8,12.56,140.11
9,13.77,136.51
10,15.06,114.94
11,16.36,115.4
12,17.56,104.44
13,18.6,112.79
14,19.39,105.0
15,19.89,107.25
16,20.06,102.72
17,19.89,161.83
18,19.39,164.85
19,18.6,177.57
20,17.56,163.09
21,16.36,156.38
22,15.06,167.47
23,13.77,111.27
0,11.27,73.46
1,10.24,85.5
2,9.44,97.95
3,8.94,103.87
4,8.77,89.26
5,8.94,90.68
6,9.44,146.78
7,10.24,151.85
8,11.27,149.59
9,12.48,137.83
10,13.77,110.14
11,15.07,117.63
12,16.27,110.93
13,17.31,97.52
14,18.1,105.97
15,18.6,116.78
16,18.77,95.5
17,18.6,175.63
18,18.1,175.78
19,17.31,173.43
20,16.27,175.86
21,15.07,154.93
22,13.77,166.64
23,12.48,109.83
0,22.29,76.06
1,21.26,67.78
2,20.46,86.45
3,19.96,59.44
4,19.79,70.44
5,19.96,69.61
6,20.46,119.24
7,21.26,137.16
8,22.29,134.88
9,23.5,129.71
10,24.79,102.64
11,26.09,115.82
12,27.29,112.61
13,28.33,127.76
14,29.12,134.65
15,29.62,128.21
16,29.79,131.62
17,29.62,178.96
18,29.12,198.78
19,28.33,178.01
20,27.29,160.22
21,26.09,171.08
22,24.79,154.66
23,23.5,122.31
0,10.32,95.37
1,9.29,105.6
2,8.49,110.35
3,7.99,77.3
4,7.82,101.38
5,7.99,92.67
6,8.49,146.4
7,9.29,158.36
8,10.32,144.02
9,11.53,139.6
10,12.82,115.46
11,14.12,108.56
12,15.32,109.41
13,16.36,115.19
14,17.15,96.07
15,17.65,116.32
16,17.82,102.19
17,17.65,154.66
18,17.15,178.76
19,16.36,158.0
20,15.32,153.65
21,14.12,181.49
22,12.82,181.03
23,11.53,120.28
0,2.96,116.59
1,1.93,103.71
2,1.13,107.22
3,0.63,105.26
4,0.46,121.39
5,0.63,105.56
6,1.13,175.16
7,1.93,178.6
8,2.96,164.72
9,4.17,160.01
10,5.46,131.12
11,6.76,122.55
12,7.96,123.78
13,9.0,122.56
14,9.79,112.45
15,10.29,123.45
16,10.46,118.01
17,10.29,185.05
18,9.79,167.55
19,9.0,168.31
20,7.96,203.66
21,6.76,207.97
22,5.46,206.47
23,4.17,132.77
0,31.97,116.3
1,30.94,126.46
2,30.14,100.32
3,29.64,98.93
4,29.47,98.46
5,29.64,104.92
6,30.14,151.54
7,30.94,165.71
8,31.97,157.79
9,33.18,165.18
10,34.47,158.79
11,35.77,166.44
12,36.97,162.43
13,38.01,178.0
14,38.8,181.07
15,39.3,184.33
16,39.47,183.93
17,39.3,234.68
18,38.8,234.75
19,38.01,237.72
20,36.97,234.93
21,35.77,218.95
22,34.47,216.29
23,33.18,160.86
0,22.99,80.21
1,21.95,88.2
2,21.16,70.73
3,20.66,73.02
4,20.49,82.44
5,20.66,77.92
6,21.16,114.01
7,21.95,125.93
8,22.99,126.66
9,24.19,134.87
10,25.49,119.86
11,26.78,115.79
12,27.99,123.68
13,29.02,132.74
14,29.82,138.82
15,30.32,139.36
16,30.49,133.74
17,30.32,204.83
18,29.82,192.27
19,29.02,177.35
20,27.99,177.1
21,26.78,184.42
22,25.49,175.11
23,24.19,108.84
0,21.98,69.34
1,20.94,89.6
2,20.15,85.06
3,19.65,62.25
4,19.48,71.5
5,19.65,86.21
6,20.15,138.68
7,20.94,125.85
8,21.98,132.63
9,23.18,141.29
10,24.48,111.62
11,25.77,122.88
12,26.98,110.19
13,28.01,118.07
14,28.81,130.39
15,29.31,130.15
16,29.48,119.9
17,29.31,178.76
18,28.81,193.11
19,28.01,189.26
20,26.98,177.07
21,25.77,178.92
22,24.48,168.38
23,23.18,109.09
0,12.14,68.69
1,11.1,82.35
2,10.31,101.68
3,9.81,94.03
4,9.64,88.07
5,9.81,91.76
6,10.31,142.4
7,11.1,144.69
8,12.14,128.47
9,13.34,145.77
10,14.64,118.9
11,15.93,111.16
12,17.14,110.45
13,18.17,112.76
14,18.97,93.53
15,19.47,110.9
16,19.64,113.35
17,19.47,161.0
18,18.97,158.33
19,18.17,168.29
20,17.14,167.13
21,15.93,170.27
22,14.64,148.7
23,13.34,119.13
0,29.71,108.18
1,28.68,95.58
2,27.88,87.87
3,27.38,70.93
4,27.21,72.11
5,27.38,89.83
6,27.88,158.32
7,28.68,157.84
8,29.71,153.96
9,30.92,166.49
10,32.21,140.86
11,33.51,148.45
12,34.71,156.81
13,35.75,169.42
14,36.54,167.62
15,37.04,173.04
16,37.21,163.27
17,37.04,243.91
18,36.54,247.1
19,35.75,241.03
20,34.71,219.2
21,33.51,210.73
22,32.21,192.1
23,30.92,127.55
0,7.85,108.62
1,6.81,112.96
2,6.02,111.86
3,5.52,101.81
4,5.35,102.41
5,5.52,93.86
6,6.02,153.25
7,6.81,160.5
8,7.85,147.59
9,9.05,158.33
10,10.35,113.42
11,11.64,122.95
12,12.85,115.06
13,13.88,104.95
14,14.68,113.41
15,15.18,96.43
16,15.35,103.2
17,15.18,140.79
18,14.68,169.12
19,13.88,176.16
20,12.85,158.05
21,11.64,169.28
22,10.35,163.19
23,9.05,113.18
0,22.2,81.28
1,21.16,66.09
2,20.37,78.53
